index	differential	flipped differential	left pole	right pole	card url
204	noob :: pro	pro :: noob	noob	pro	https://compstorylab.org/archetypometrics/cards/noob--pro-2000-464-341.pdf
205	deranged :: reasonable	reasonable :: deranged	deranged	reasonable	https://compstorylab.org/archetypometrics/cards/deranged--reasonable-2000-464-341.pdf
206	rural :: urban	urban :: rural	rural	urban	https://compstorylab.org/archetypometrics/cards/rural--urban-2000-464-341.pdf
207	introspective :: not introspective	not introspective :: introspective	introspective	not introspective	https://compstorylab.org/archetypometrics/cards/introspective--not-introspective-2000-464-341.pdf
208	city-slicker :: country-bumpkin	country-bumpkin :: city-slicker	city-slicker	country-bumpkin	https://compstorylab.org/archetypometrics/cards/city-slicker--country-bumpkin-2000-464-341.pdf
209	western :: eastern	eastern :: western	western	eastern	https://compstorylab.org/archetypometrics/cards/western--eastern-2000-464-341.pdf
210	mad :: glad	glad :: mad	mad	glad	https://compstorylab.org/archetypometrics/cards/mad--glad-2000-464-341.pdf
211	social :: reclusive	reclusive :: social	social	reclusive	https://compstorylab.org/archetypometrics/cards/social--reclusive-2000-464-341.pdf
212	studious :: goof-off	goof-off :: studious	studious	goof-off	https://compstorylab.org/archetypometrics/cards/studious--goof-off-2000-464-341.pdf
213	slugabed :: go-getter	go-getter :: slugabed	slugabed	go-getter	https://compstorylab.org/archetypometrics/cards/slugabed--go-getter-2000-464-341.pdf
214	penny-pincher :: overspender	overspender :: penny-pincher	penny-pincher	overspender	https://compstorylab.org/archetypometrics/cards/penny-pincher--overspender-2000-464-341.pdf
215	liberal :: conservative	conservative :: liberal	liberal	conservative	https://compstorylab.org/archetypometrics/cards/liberal--conservative-2000-464-341.pdf
216	unassuming :: pretentious	pretentious :: unassuming	unassuming	pretentious	https://compstorylab.org/archetypometrics/cards/unassuming--pretentious-2000-464-341.pdf
217	persistent :: quitter	quitter :: persistent	persistent	quitter	https://compstorylab.org/archetypometrics/cards/persistent--quitter-2000-464-341.pdf
218	hedonist :: monastic	monastic :: hedonist	hedonist	monastic	https://compstorylab.org/archetypometrics/cards/hedonist--monastic-2000-464-341.pdf
219	patriotic :: unpatriotic	unpatriotic :: patriotic	patriotic	unpatriotic	https://compstorylab.org/archetypometrics/cards/patriotic--unpatriotic-2000-464-341.pdf
220	tactful :: indiscreet	indiscreet :: tactful	tactful	indiscreet	https://compstorylab.org/archetypometrics/cards/tactful--indiscreet-2000-464-341.pdf
221	wholesome :: salacious	salacious :: wholesome	wholesome	salacious	https://compstorylab.org/archetypometrics/cards/wholesome--salacious-2000-464-341.pdf
222	joyful :: miserable	miserable :: joyful	joyful	miserable	https://compstorylab.org/archetypometrics/cards/joyful--miserable-2000-464-341.pdf
223	zany :: regular	regular :: zany	zany	regular	https://compstorylab.org/archetypometrics/cards/zany--regular-2000-464-341.pdf
224	alert :: oblivious	oblivious :: alert	alert	oblivious	https://compstorylab.org/archetypometrics/cards/alert--oblivious-2000-464-341.pdf
225	feminist :: sexist	sexist :: feminist	feminist	sexist	https://compstorylab.org/archetypometrics/cards/feminist--sexist-2000-464-341.pdf
226	racist :: egalitarian	egalitarian :: racist	racist	egalitarian	https://compstorylab.org/archetypometrics/cards/racist--egalitarian-2000-464-341.pdf
227	abstract :: concrete	concrete :: abstract	abstract	concrete	https://compstorylab.org/archetypometrics/cards/abstract--concrete-2000-464-341.pdf
228	formal :: intimate	intimate :: formal	formal	intimate	https://compstorylab.org/archetypometrics/cards/formal--intimate-2000-464-341.pdf
229	resolute :: wavering	wavering :: resolute	resolute	wavering	https://compstorylab.org/archetypometrics/cards/resolute--wavering-2000-464-341.pdf
230	deep :: shallow	shallow :: deep	deep	shallow	https://compstorylab.org/archetypometrics/cards/deep--shallow-2000-464-341.pdf
231	valedictorian :: drop out	drop out :: valedictorian	valedictorian	drop out	https://compstorylab.org/archetypometrics/cards/valedictorian--drop-out-2000-464-341.pdf
232	minimalist :: pack rat	pack rat :: minimalist	minimalist	pack rat	https://compstorylab.org/archetypometrics/cards/minimalist--pack-rat-2000-464-341.pdf
233	trash :: treasure	treasure :: trash	trash	treasure	https://compstorylab.org/archetypometrics/cards/trash--treasure-2000-464-341.pdf
234	stinky :: fresh	fresh :: stinky	stinky	fresh	https://compstorylab.org/archetypometrics/cards/stinky--fresh-2000-464-341.pdf
235	legit :: scrub	scrub :: legit	legit	scrub	https://compstorylab.org/archetypometrics/cards/legit--scrub-2000-464-341.pdf
236	self-destructive :: self-improving	self-improving :: self-destructive	self-destructive	self-improving	https://compstorylab.org/archetypometrics/cards/self-destructive--self-improving-2000-464-341.pdf
237	French :: Russian	Russian :: French	French	Russian	https://compstorylab.org/archetypometrics/cards/french--russian-2000-464-341.pdf
238	German :: English	English :: German	German	English	https://compstorylab.org/archetypometrics/cards/german--english-2000-464-341.pdf
239	Italian :: Swedish	Swedish :: Italian	Italian	Swedish	https://compstorylab.org/archetypometrics/cards/italian--swedish-2000-464-341.pdf
240	Greek :: Roman	Roman :: Greek	Greek	Roman	https://compstorylab.org/archetypometrics/cards/greek--roman-2000-464-341.pdf
241	traumatized :: flourishing	flourishing :: traumatized	traumatized	flourishing	https://compstorylab.org/archetypometrics/cards/traumatized--flourishing-2000-464-341.pdf
242	sturdy :: flimsy	flimsy :: sturdy	sturdy	flimsy	https://compstorylab.org/archetypometrics/cards/sturdy--flimsy-2000-464-341.pdf
243	macho :: metrosexual	metrosexual :: macho	macho	metrosexual	https://compstorylab.org/archetypometrics/cards/macho--metrosexual-2000-464-341.pdf
244	claustrophobic :: spelunker	spelunker :: claustrophobic	claustrophobic	spelunker	https://compstorylab.org/archetypometrics/cards/claustrophobic--spelunker-2000-464-341.pdf
245	offended :: chill	chill :: offended	offended	chill	https://compstorylab.org/archetypometrics/cards/offended--chill-2000-464-341.pdf
246	rhythmic :: stuttering	stuttering :: rhythmic	rhythmic	stuttering	https://compstorylab.org/archetypometrics/cards/rhythmic--stuttering-2000-464-341.pdf
247	musical :: off-key	off-key :: musical	musical	off-key	https://compstorylab.org/archetypometrics/cards/musical--off-key-2000-464-341.pdf
248	lost :: enlightened	enlightened :: lost	lost	enlightened	https://compstorylab.org/archetypometrics/cards/lost--enlightened-2000-464-341.pdf
249	masochistic :: pain-avoidant	pain-avoidant :: masochistic	masochistic	pain-avoidant	https://compstorylab.org/archetypometrics/cards/masochistic--pain-avoidant-2000-464-341.pdf
250	efficient :: overprepared	overprepared :: efficient	efficient	overprepared	https://compstorylab.org/archetypometrics/cards/efficient--overprepared-2000-464-341.pdf
251	oppressed :: privileged	privileged :: oppressed	oppressed	privileged	https://compstorylab.org/archetypometrics/cards/oppressed--privileged-2000-464-341.pdf
252	sunny :: gloomy	gloomy :: sunny	sunny	gloomy	https://compstorylab.org/archetypometrics/cards/sunny--gloomy-2000-464-341.pdf
253	vegan :: cannibal	cannibal :: vegan	vegan	cannibal	https://compstorylab.org/archetypometrics/cards/vegan--cannibal-2000-464-341.pdf
254	loveable :: punchable	punchable :: loveable	loveable	punchable	https://compstorylab.org/archetypometrics/cards/loveable--punchable-2000-464-341.pdf
255	slow-talking :: fast-talking	fast-talking :: slow-talking	slow-talking	fast-talking	https://compstorylab.org/archetypometrics/cards/slow-talking--fast-talking-2000-464-341.pdf
256	believable :: poorly-written	poorly-written :: believable	believable	poorly-written	https://compstorylab.org/archetypometrics/cards/believable--poorly-written-2000-464-341.pdf
257	vibrant :: geriatric	geriatric :: vibrant	vibrant	geriatric	https://compstorylab.org/archetypometrics/cards/vibrant--geriatric-2000-464-341.pdf
258	consistent :: variable	variable :: consistent	consistent	variable	https://compstorylab.org/archetypometrics/cards/consistent--variable-2000-464-341.pdf
259	dispassionate :: romantic	romantic :: dispassionate	dispassionate	romantic	https://compstorylab.org/archetypometrics/cards/dispassionate--romantic-2000-464-341.pdf
260	linear :: circular	circular :: linear	linear	circular	https://compstorylab.org/archetypometrics/cards/linear--circular-2000-464-341.pdf
261	intense :: lighthearted	lighthearted :: intense	intense	lighthearted	https://compstorylab.org/archetypometrics/cards/intense--lighthearted-2000-464-341.pdf
262	knowledgeable :: ignorant	ignorant :: knowledgeable	knowledgeable	ignorant	https://compstorylab.org/archetypometrics/cards/knowledgeable--ignorant-2000-464-341.pdf
263	fixable :: unfixable	unfixable :: fixable	fixable	unfixable	https://compstorylab.org/archetypometrics/cards/fixable--unfixable-2000-464-341.pdf
264	exuberant :: subdued	subdued :: exuberant	exuberant	subdued	https://compstorylab.org/archetypometrics/cards/exuberant--subdued-2000-464-341.pdf
265	secretive :: open-book	open-book :: secretive	secretive	open-book	https://compstorylab.org/archetypometrics/cards/secretive--open-book-2000-464-341.pdf
266	perceptive :: unobservant	unobservant :: perceptive	perceptive	unobservant	https://compstorylab.org/archetypometrics/cards/perceptive--unobservant-2000-464-341.pdf
267	folksy :: presidential	presidential :: folksy	folksy	presidential	https://compstorylab.org/archetypometrics/cards/folksy--presidential-2000-464-341.pdf
268	corporate :: freelance	freelance :: corporate	corporate	freelance	https://compstorylab.org/archetypometrics/cards/corporate--freelance-2000-464-341.pdf
269	sleepy :: frenzied	frenzied :: sleepy	sleepy	frenzied	https://compstorylab.org/archetypometrics/cards/sleepy--frenzied-2000-464-341.pdf
270	loose :: tight	tight :: loose	loose	tight	https://compstorylab.org/archetypometrics/cards/loose--tight-2000-464-341.pdf
271	narcissistic :: low self esteem	low self esteem :: narcissistic	narcissistic	low self esteem	https://compstorylab.org/archetypometrics/cards/narcissistic--low-self-esteem-2000-464-341.pdf
272	poetic :: factual	factual :: poetic	poetic	factual	https://compstorylab.org/archetypometrics/cards/poetic--factual-2000-464-341.pdf
273	melee :: ranged	ranged :: melee	melee	ranged	https://compstorylab.org/archetypometrics/cards/melee--ranged-2000-464-341.pdf
274	giggling :: chortling	chortling :: giggling	giggling	chortling	https://compstorylab.org/archetypometrics/cards/giggling--chortling-2000-464-341.pdf
275	whippersnapper :: sage	sage :: whippersnapper	whippersnapper	sage	https://compstorylab.org/archetypometrics/cards/whippersnapper--sage-2000-464-341.pdf
276	tailor :: blacksmith	blacksmith :: tailor	tailor	blacksmith	https://compstorylab.org/archetypometrics/cards/tailor--blacksmith-2000-464-341.pdf
277	hunter :: gatherer	gatherer :: hunter	hunter	gatherer	https://compstorylab.org/archetypometrics/cards/hunter--gatherer-2000-464-341.pdf
278	experimental :: reliable	reliable :: experimental	experimental	reliable	https://compstorylab.org/archetypometrics/cards/experimental--reliable-2000-464-341.pdf
279	moist :: dry	dry :: moist	moist	dry	https://compstorylab.org/archetypometrics/cards/moist--dry-2000-464-341.pdf
280	trolling :: triggered	triggered :: trolling	trolling	triggered	https://compstorylab.org/archetypometrics/cards/trolling--triggered-2000-464-341.pdf
281	tattle-tale :: f***-the-police	f***-the-police :: tattle-tale	tattle-tale	f***-the-police	https://compstorylab.org/archetypometrics/cards/tattle-tale--f-the-police-2000-464-341.pdf
282	punk rock :: preppy	preppy :: punk rock	punk rock	preppy	https://compstorylab.org/archetypometrics/cards/punk-rock--preppy-2000-464-341.pdf
283	realistic :: fantastical	fantastical :: realistic	realistic	fantastical	https://compstorylab.org/archetypometrics/cards/realistic--fantastical-2000-464-341.pdf
284	trendy :: vintage	vintage :: trendy	trendy	vintage	https://compstorylab.org/archetypometrics/cards/trendy--vintage-2000-464-341.pdf
285	factual :: exaggerating	exaggerating :: factual	factual	exaggerating	https://compstorylab.org/archetypometrics/cards/factual--exaggerating-2000-464-341.pdf
286	good-cook :: bad-cook	bad-cook :: good-cook	good-cook	bad-cook	https://compstorylab.org/archetypometrics/cards/good-cook--bad-cook-2000-464-341.pdf
287	comedic :: dramatic	dramatic :: comedic	comedic	dramatic	https://compstorylab.org/archetypometrics/cards/comedic--dramatic-2000-464-341.pdf
288	OCD :: ADHD	ADHD :: OCD	OCD	ADHD	https://compstorylab.org/archetypometrics/cards/ocd--adhd-2000-464-341.pdf
289	interrupting :: attentive	attentive :: interrupting	interrupting	attentive	https://compstorylab.org/archetypometrics/cards/interrupting--attentive-2000-464-341.pdf
290	exhibitionist :: bashful	bashful :: exhibitionist	exhibitionist	bashful	https://compstorylab.org/archetypometrics/cards/exhibitionist--bashful-2000-464-341.pdf
291	badass :: weakass	weakass :: badass	badass	weakass	https://compstorylab.org/archetypometrics/cards/badass--weakass-2000-464-341.pdf
292	gamer :: non-gamer	non-gamer :: gamer	gamer	non-gamer	https://compstorylab.org/archetypometrics/cards/gamer--non-gamer-2000-464-341.pdf
293	random :: pointed	pointed :: random	random	pointed	https://compstorylab.org/archetypometrics/cards/random--pointed-2000-464-341.pdf
294	epic :: deep	deep :: epic	epic	deep	https://compstorylab.org/archetypometrics/cards/epic--deep-2000-464-341.pdf
295	serene :: pensive	pensive :: serene	serene	pensive	https://compstorylab.org/archetypometrics/cards/serene--pensive-2000-464-341.pdf
296	bored :: interested	interested :: bored	bored	interested	https://compstorylab.org/archetypometrics/cards/bored--interested-2000-464-341.pdf
297	envious :: prideful	prideful :: envious	envious	prideful	https://compstorylab.org/archetypometrics/cards/envious--prideful-2000-464-341.pdf
298	ironic :: profound	profound :: ironic	ironic	profound	https://compstorylab.org/archetypometrics/cards/ironic--profound-2000-464-341.pdf
299	sexual :: asexual	asexual :: sexual	sexual	asexual	https://compstorylab.org/archetypometrics/cards/sexual--asexual-2000-464-341.pdf
300	clean :: perverted	perverted :: clean	clean	perverted	https://compstorylab.org/archetypometrics/cards/clean--perverted-2000-464-341.pdf
301	empath :: psychopath	psychopath :: empath	empath	psychopath	https://compstorylab.org/archetypometrics/cards/empath--psychopath-2000-464-341.pdf
302	haunted :: blissful	blissful :: haunted	haunted	blissful	https://compstorylab.org/archetypometrics/cards/haunted--blissful-2000-464-341.pdf
303	entitled :: grateful	grateful :: entitled	entitled	grateful	https://compstorylab.org/archetypometrics/cards/entitled--grateful-2000-464-341.pdf
304	ambitious :: realistic	realistic :: ambitious	ambitious	realistic	https://compstorylab.org/archetypometrics/cards/ambitious--realistic-2000-464-341.pdf
305	stuck-in-the-past :: forward-thinking	forward-thinking :: stuck-in-the-past	stuck-in-the-past	forward-thinking	https://compstorylab.org/archetypometrics/cards/stuck-in-the-past--forward-thinking-2000-464-341.pdf
306	fire :: water	water :: fire	fire	water	https://compstorylab.org/archetypometrics/cards/fire--water-2000-464-341.pdf
307	earth :: air	air :: earth	earth	air	https://compstorylab.org/archetypometrics/cards/earth--air-2000-464-341.pdf
308	lover :: fighter	fighter :: lover	lover	fighter	https://compstorylab.org/archetypometrics/cards/lover--fighter-2000-464-341.pdf
309	overachiever :: underachiever	underachiever :: overachiever	overachiever	underachiever	https://compstorylab.org/archetypometrics/cards/overachiever--underachiever-2000-464-341.pdf
310	Coke :: Pepsi	Pepsi :: Coke	Coke	Pepsi	https://compstorylab.org/archetypometrics/cards/coke--pepsi-2000-464-341.pdf
311	twitchy :: still	still :: twitchy	twitchy	still	https://compstorylab.org/archetypometrics/cards/twitchy--still-2000-464-341.pdf
312	freak :: normie	normie :: freak	freak	normie	https://compstorylab.org/archetypometrics/cards/freak--normie-2000-464-341.pdf
313	thinker :: doer	doer :: thinker	thinker	doer	https://compstorylab.org/archetypometrics/cards/thinker--doer-2000-464-341.pdf
314	hard-work :: natural-talent	natural-talent :: hard-work	hard-work	natural-talent	https://compstorylab.org/archetypometrics/cards/hard-work--natural-talent-2000-464-341.pdf
315	stingy :: generous	generous :: stingy	stingy	generous	https://compstorylab.org/archetypometrics/cards/stingy--generous-2000-464-341.pdf
316	stubborn :: accommodating	accommodating :: stubborn	stubborn	accommodating	https://compstorylab.org/archetypometrics/cards/stubborn--accommodating-2000-464-341.pdf
317	extravagant :: thrifty	thrifty :: extravagant	extravagant	thrifty	https://compstorylab.org/archetypometrics/cards/extravagant--thrifty-2000-464-341.pdf
318	demanding :: unchallenging	unchallenging :: demanding	demanding	unchallenging	https://compstorylab.org/archetypometrics/cards/demanding--unchallenging-2000-464-341.pdf
319	two-faced :: one-faced	one-faced :: two-faced	two-faced	one-faced	https://compstorylab.org/archetypometrics/cards/two-faced--one-faced-2000-464-341.pdf
320	plastic :: wooden	wooden :: plastic	plastic	wooden	https://compstorylab.org/archetypometrics/cards/plastic--wooden-2000-464-341.pdf
321	neutral :: opinionated	opinionated :: neutral	neutral	opinionated	https://compstorylab.org/archetypometrics/cards/neutral--opinionated-2000-464-341.pdf
322	chivalrous :: businesslike	businesslike :: chivalrous	chivalrous	businesslike	https://compstorylab.org/archetypometrics/cards/chivalrous--businesslike-2000-464-341.pdf
323	high standards :: desperate	desperate :: high standards	high standards	desperate	https://compstorylab.org/archetypometrics/cards/high-standards--desperate-2000-464-341.pdf
324	on-time :: tardy	tardy :: on-time	on-time	tardy	https://compstorylab.org/archetypometrics/cards/on-time--tardy-2000-464-341.pdf
325	everyman :: chosen one	chosen one :: everyman	everyman	chosen one	https://compstorylab.org/archetypometrics/cards/everyman--chosen-one-2000-464-341.pdf
326	jealous :: opinionated	opinionated :: jealous	jealous	opinionated	https://compstorylab.org/archetypometrics/cards/jealous--opinionated-2000-464-341.pdf
327	protagonist :: antagonist	antagonist :: protagonist	protagonist	antagonist	https://compstorylab.org/archetypometrics/cards/protagonist--antagonist-2000-464-341.pdf
328	devoted :: unfaithful	unfaithful :: devoted	devoted	unfaithful	https://compstorylab.org/archetypometrics/cards/devoted--unfaithful-2000-464-341.pdf
329	fearmongering :: reassuring	reassuring :: fearmongering	fearmongering	reassuring	https://compstorylab.org/archetypometrics/cards/fearmongering--reassuring-2000-464-341.pdf
330	common sense :: analysis	analysis :: common sense	common sense	analysis	https://compstorylab.org/archetypometrics/cards/common-sense--analysis-2000-464-341.pdf
331	unemotional :: emotional	emotional :: unemotional	unemotional	emotional	https://compstorylab.org/archetypometrics/cards/unemotional--emotional-2000-464-341.pdf
332	rap :: rock	rock :: rap	rap	rock	https://compstorylab.org/archetypometrics/cards/rap--rock-2000-464-341.pdf
333	genocidal :: not genocidal	not genocidal :: genocidal	genocidal	not genocidal	https://compstorylab.org/archetypometrics/cards/genocidal--not-genocidal-2000-464-341.pdf
334	cat person :: dog person	dog person :: cat person	cat person	dog person	https://compstorylab.org/archetypometrics/cards/cat-person--dog-person-2000-464-341.pdf
335	indie :: pop	pop :: indie	indie	pop	https://compstorylab.org/archetypometrics/cards/indie--pop-2000-464-341.pdf
336	cultured :: rustic	rustic :: cultured	cultured	rustic	https://compstorylab.org/archetypometrics/cards/cultured--rustic-2000-464-341.pdf
337	tautology :: oxymoron	oxymoron :: tautology	tautology	oxymoron	https://compstorylab.org/archetypometrics/cards/tautology--oxymoron-2000-464-341.pdf
338	bad boy :: white knight	white knight :: bad boy	bad boy	white knight	https://compstorylab.org/archetypometrics/cards/bad-boy--white-knight-2000-464-341.pdf
339	princess :: queen	queen :: princess	princess	queen	https://compstorylab.org/archetypometrics/cards/princess--queen-2000-464-341.pdf
340	hypochondriac :: stoic	stoic :: hypochondriac	hypochondriac	stoic	https://compstorylab.org/archetypometrics/cards/hypochondriac--stoic-2000-464-341.pdf
341	yes-man :: contrarian	contrarian :: yes-man	yes-man	contrarian	https://compstorylab.org/archetypometrics/cards/yes-man--contrarian-2000-464-341.pdf
342	giving :: receiving	receiving :: giving	giving	receiving	https://compstorylab.org/archetypometrics/cards/giving--receiving-2000-464-341.pdf
343	chic :: cheesy	cheesy :: chic	chic	cheesy	https://compstorylab.org/archetypometrics/cards/chic--cheesy-2000-464-341.pdf
344	celebrity :: boy/girl-next-door	boy/girl-next-door :: celebrity	celebrity	boy/girl-next-door	https://compstorylab.org/archetypometrics/cards/celebrity--boygirl-next-door-2000-464-341.pdf
345	goth :: flower child	flower child :: goth	goth	flower child	https://compstorylab.org/archetypometrics/cards/goth--flower-child-2000-464-341.pdf
346	summer :: winter	winter :: summer	summer	winter	https://compstorylab.org/archetypometrics/cards/summer--winter-2000-464-341.pdf
347	frank :: sugarcoated	sugarcoated :: frank	frank	sugarcoated	https://compstorylab.org/archetypometrics/cards/frank--sugarcoated-2000-464-341.pdf
348	naive :: paranoid	paranoid :: naive	naive	paranoid	https://compstorylab.org/archetypometrics/cards/naive--paranoid-2000-464-341.pdf
349	gullible :: cynical	cynical :: gullible	gullible	cynical	https://compstorylab.org/archetypometrics/cards/gullible--cynical-2000-464-341.pdf
350	motivated :: unmotivated	unmotivated :: motivated	motivated	unmotivated	https://compstorylab.org/archetypometrics/cards/motivated--unmotivated-2000-464-341.pdf
351	radical :: centrist	centrist :: radical	radical	centrist	https://compstorylab.org/archetypometrics/cards/radical--centrist-2000-464-341.pdf
352	monotone :: expressive	expressive :: monotone	monotone	expressive	https://compstorylab.org/archetypometrics/cards/monotone--expressive-2000-464-341.pdf
353	love-focused :: money-focused	money-focused :: love-focused	love-focused	money-focused	https://compstorylab.org/archetypometrics/cards/love-focused--money-focused-2000-464-341.pdf
354	transparent :: machiavellian	machiavellian :: transparent	transparent	machiavellian	https://compstorylab.org/archetypometrics/cards/transparent--machiavellian-2000-464-341.pdf
355	timid :: cocky	cocky :: timid	timid	cocky	https://compstorylab.org/archetypometrics/cards/timid--cocky-2000-464-341.pdf
356	concise :: long-winded	long-winded :: concise	concise	long-winded	https://compstorylab.org/archetypometrics/cards/concise--long-winded-2000-464-341.pdf
357	picky :: always down	always down :: picky	picky	always down	https://compstorylab.org/archetypometrics/cards/picky--always-down-2000-464-341.pdf
358	proactive :: reactive	reactive :: proactive	proactive	reactive	https://compstorylab.org/archetypometrics/cards/proactive--reactive-2000-464-341.pdf
359	prudish :: flirtatious	flirtatious :: prudish	prudish	flirtatious	https://compstorylab.org/archetypometrics/cards/prudish--flirtatious-2000-464-341.pdf
360	innocent :: jaded	jaded :: innocent	innocent	jaded	https://compstorylab.org/archetypometrics/cards/innocent--jaded-2000-464-341.pdf
361	touchy-feely :: distant	distant :: touchy-feely	touchy-feely	distant	https://compstorylab.org/archetypometrics/cards/touchy-feely--distant-2000-464-341.pdf
362	muddy :: washed	washed :: muddy	muddy	washed	https://compstorylab.org/archetypometrics/cards/muddy--washed-2000-464-341.pdf
363	quirky :: predictable	predictable :: quirky	quirky	predictable	https://compstorylab.org/archetypometrics/cards/quirky--predictable-2000-464-341.pdf
364	never cries :: often crying	often crying :: never cries	never cries	often crying	https://compstorylab.org/archetypometrics/cards/never-cries--often-crying-2000-464-341.pdf
365	main character :: side character	side character :: main character	main character	side character	https://compstorylab.org/archetypometrics/cards/main-character--side-character-2000-464-341.pdf
366	original :: cliché	cliché :: original	original	cliché	https://compstorylab.org/archetypometrics/cards/original--cliche-2000-464-341.pdf
367	hugs :: handshakes	handshakes :: hugs	hugs	handshakes	https://compstorylab.org/archetypometrics/cards/hugs--handshakes-2000-464-341.pdf
368	homebody :: world traveler	world traveler :: homebody	homebody	world traveler	https://compstorylab.org/archetypometrics/cards/homebody--world-traveler-2000-464-341.pdf
369	naughty :: nice	nice :: naughty	naughty	nice	https://compstorylab.org/archetypometrics/cards/naughty--nice-2000-464-341.pdf
370	junkie :: straight edge	straight edge :: junkie	junkie	straight edge	https://compstorylab.org/archetypometrics/cards/junkie--straight-edge-2000-464-341.pdf
371	small-vocabulary :: big-vocabulary	big-vocabulary :: small-vocabulary	small-vocabulary	big-vocabulary	https://compstorylab.org/archetypometrics/cards/small-vocabulary--big-vocabulary-2000-464-341.pdf
372	dystopian :: utopian	utopian :: dystopian	dystopian	utopian	https://compstorylab.org/archetypometrics/cards/dystopian--utopian-2000-464-341.pdf
373	parental :: childlike	childlike :: parental	parental	childlike	https://compstorylab.org/archetypometrics/cards/parental--childlike-2000-464-341.pdf
374	writer :: reader	reader :: writer	writer	reader	https://compstorylab.org/archetypometrics/cards/writer--reader-2000-464-341.pdf
375	creator :: consumer	consumer :: creator	creator	consumer	https://compstorylab.org/archetypometrics/cards/creator--consumer-2000-464-341.pdf
376	capitalist :: communist	communist :: capitalist	capitalist	communist	https://compstorylab.org/archetypometrics/cards/capitalist--communist-2000-464-341.pdf
377	positive :: negative	negative :: positive	positive	negative	https://compstorylab.org/archetypometrics/cards/positive--negative-2000-464-341.pdf
378	grounded :: fantasy-prone	fantasy-prone :: grounded	grounded	fantasy-prone	https://compstorylab.org/archetypometrics/cards/grounded--fantasy-prone-2000-464-341.pdf
379	thinker :: feeler	feeler :: thinker	thinker	feeler	https://compstorylab.org/archetypometrics/cards/thinker--feeler-2000-464-341.pdf
380	insightful :: generic	generic :: insightful	insightful	generic	https://compstorylab.org/archetypometrics/cards/insightful--generic-2000-464-341.pdf
381	questioning :: believing	believing :: questioning	questioning	believing	https://compstorylab.org/archetypometrics/cards/questioning--believing-2000-464-341.pdf
382	proud :: apologetic	apologetic :: proud	proud	apologetic	https://compstorylab.org/archetypometrics/cards/proud--apologetic-2000-464-341.pdf
383	bubbly :: flat	flat :: bubbly	bubbly	flat	https://compstorylab.org/archetypometrics/cards/bubbly--flat-2000-464-341.pdf
384	tired :: wired	wired :: tired	tired	wired	https://compstorylab.org/archetypometrics/cards/tired--wired-2000-464-341.pdf
385	woke :: problematic	problematic :: woke	woke	problematic	https://compstorylab.org/archetypometrics/cards/woke--problematic-2000-464-341.pdf
386	grumpy :: cheery	cheery :: grumpy	grumpy	cheery	https://compstorylab.org/archetypometrics/cards/grumpy--cheery-2000-464-341.pdf
387	hippie :: militaristic	militaristic :: hippie	hippie	militaristic	https://compstorylab.org/archetypometrics/cards/hippie--militaristic-2000-464-341.pdf
388	gluttonous :: moderate	moderate :: gluttonous	gluttonous	moderate	https://compstorylab.org/archetypometrics/cards/gluttonous--moderate-2000-464-341.pdf
389	flawed :: perfect	perfect :: flawed	flawed	perfect	https://compstorylab.org/archetypometrics/cards/flawed--perfect-2000-464-341.pdf
390	sweet :: savory	savory :: sweet	sweet	savory	https://compstorylab.org/archetypometrics/cards/sweet--savory-2000-464-341.pdf
391	annoying :: unannoying	unannoying :: annoying	annoying	unannoying	https://compstorylab.org/archetypometrics/cards/annoying--unannoying-2000-464-341.pdf
392	good-manners :: bad-manners	bad-manners :: good-manners	good-manners	bad-manners	https://compstorylab.org/archetypometrics/cards/good-manners--bad-manners-2000-464-341.pdf
393	evolutionist :: creationist	creationist :: evolutionist	evolutionist	creationist	https://compstorylab.org/archetypometrics/cards/evolutionist--creationist-2000-464-341.pdf
394	fulfilled :: unfulfilled	unfulfilled :: fulfilled	fulfilled	unfulfilled	https://compstorylab.org/archetypometrics/cards/fulfilled--unfulfilled-2000-464-341.pdf
395	friendly :: unfriendly	unfriendly :: friendly	friendly	unfriendly	https://compstorylab.org/archetypometrics/cards/friendly--unfriendly-2000-464-341.pdf
396	innovative :: routine	routine :: innovative	innovative	routine	https://compstorylab.org/archetypometrics/cards/innovative--routine-2000-464-341.pdf
397	delicate :: coarse	coarse :: delicate	delicate	coarse	https://compstorylab.org/archetypometrics/cards/delicate--coarse-2000-464-341.pdf
398	resentful :: euphoric	euphoric :: resentful	resentful	euphoric	https://compstorylab.org/archetypometrics/cards/resentful--euphoric-2000-464-341.pdf
399	uptight :: easy	easy :: uptight	uptight	easy	https://compstorylab.org/archetypometrics/cards/uptight--easy-2000-464-341.pdf
400	blue :: red	red :: blue	blue	red	https://compstorylab.org/archetypometrics/cards/blue--red-2000-464-341.pdf
401	slumbering :: insomniac	insomniac :: slumbering	slumbering	insomniac	https://compstorylab.org/archetypometrics/cards/slumbering--insomniac-2000-464-341.pdf
402	spirited :: lifeless	lifeless :: spirited	spirited	lifeless	https://compstorylab.org/archetypometrics/cards/spirited--lifeless-2000-464-341.pdf
403	outgoing :: withdrawn	withdrawn :: outgoing	outgoing	withdrawn	https://compstorylab.org/archetypometrics/cards/outgoing--withdrawn-2000-464-341.pdf
404	Hates PDA :: Constant PDA	Constant PDA :: Hates PDA	Hates PDA	Constant PDA	https://compstorylab.org/archetypometrics/cards/hates-pda--constant-pda-2000-464-341.pdf
